"","site_no","coord_acy_","dec_coord_","lat","long"
"2282",11315900,"F","NAD83",38.5363004,-120.2576942
"2283",11316000,"F","NAD83",38.49352287,-120.2893623
"2284",11316100,"F","NAD83",38.49241177,-120.2901957
"2285",11316500,"F","NAD83",38.46657805,-120.3676982
"2286",11316600,"F","NAD83",38.4465771,-120.4902023
"2287",11316605,"S","NAD83",38.47694444,-120.4530556
"2288",11316610,"F","NAD83",38.44907699,-120.4929802
"2289",11316670,"F","NAD83",38.44018829,-120.504925
"2290",11316700,"F","NAD83",38.4207444,-120.5499267
"2291",11316800,"F","NAD83",38.40324566,-120.4468676
"2292",11317000,"F","NAD83",38.3896344,-120.5265927
"2293",11317500,"F","NAD83",38.33185918,-120.4232557
"2294",11318000,"F","NAD83",38.3415813,-120.3971436
"2295",11318500,"F","NAD83",38.36824625,-120.5454823
"2296",11319500,"F","NAD83",38.3126926,-120.7202112
"2297",11321000,"F","NAD83",38.22352898,-120.8899385
"2298",11321500,"F","NAD83",38.21658465,-120.9677183
"2299",11322000,"F","NAD83",38.22575104,-120.9918857
"2300",11323500,"S","NAD83",38.2261111,-121.0233333
"2301",11325000,"F","NAD83",38.1524182,-121.3018925
"2302",11325500,"F","NAD83",38.15852914,-121.3035592
"2303",11326300,"F","NAD83",38.4149112,-120.90605
"2304",11326500,"F","NAD83",38.4565763,-120.6393742
"2305",11327000,"F","NAD83",38.39574509,-120.7813239
"2306",11327500,"F","NAD83",38.39657839,-120.7810461
"2307",11328000,"F","NAD83",38.29908168,-121.0635544
"2308",11329000,"F","NAD83",38.25491609,-121.1210555
"2309",11329500,"F","NAD83",38.24797116,-121.2268913
"2310",11330000,"F","NAD83",38.66962737,-120.5335363
"2311",11331000,"F","NAD83",38.68601868,-120.356585
"2312",11331500,"F","NAD83",38.6929602,-120.5440922
"2313",11332500,"F","NAD83",38.71379305,-120.570482
"2314",11333000,"F","NAD83",38.65712715,-120.6638189
"2315",11333500,"F","NAD83",38.5887949,-120.8449367
"2316",11334200,"F","NAD83",38.62462766,-120.701598
"2317",11334300,"F","NAD83",38.5568511,-120.7932682
"2318",11334500,"F","NAD83",38.53907385,-120.8635485
"2319",11335000,"F","NAD83",38.50018619,-121.0452212
"2320",11335655,"S","NAD83",38.62388889,-120.993611
"2321",11335700,"F","NAD83",38.5515736,-121.1093896
"2322",11336000,"F","NAD83",38.3579675,-121.343839
"2323",11336500,"F","NAD83",38.3382466,-121.160779
"2324",11337000,"F","NAD83",37.9954775,-121.701898
"2325",11337500,"F","NAD83",37.87325835,-121.7271752
"2326",11337600,"S","NAD83",37.9627006,-121.687453
